Id,N_victimas,Fecha,Año,Mes,Dia de semana,Hora,Lugar_del_hecho,Tipo_de_calle,Calle,Cruce,Comuna,Xy (caba),Longitud,Latitud,Participantes,Victima_x,Acusado,Rol,Victima_y,Sexo,Edad
2018-0097,1,2018-09-02,2018,9,Domingo,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,True,8.0, 102819.52927414 96448.46140692,-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO,CONDUCTOR,AUTO,FEMENINO,35.0
2018-0098,2,2018-09-09,2018,9,Domingo,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,AVENIDA,"PAZ, GRAL. AV.",True,8.0, 99203.46279192 92552.75548716,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,55.0
2018-0098,2,2018-09-09,2018,9,Domingo,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,AVENIDA,"PAZ, GRAL. AV.",True,8.0, 99203.46279192 92552.75548716,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,54.0
2018-0099,1,2018-09-12,2018,9,Miercoles,14,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,True,7.0, 99925.51296558 100002.14427355,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,18.0
2018-0100,1,2018-09-20,2018,9,Martes,10,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",False,1.0, 109273.33013929 100616.46322293,-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO,SD,MOTO,FEMENINO,33.0
2018-0101,1,2018-09-21,2018,9,Viernes,0,"Paz, Gral. Av. y Zapiola",AVENIDA,"PAZ, GRAL. AV.",True,12.0, 98376.44189669 109821.71138325,-58.48098594,-34.5407313,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,40.0
2018-0102,1,2018-09-21,2018,9,Viernes,0,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,True,4.0, 104810.02928662 98097.69340075,-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,20.0
2018-0103,1,2018-09-27,2018,9,Martes,17,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,True,7.0, 101577.07056955 98313.98170453,-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,1.0
2018-0104,1,2018-10-01,2018,10,Lunes,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,True,4.0, 107903.91828587 98767.43091425,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,22.0
2018-0105,1,2018-10-03,2018,10,Miercoles,18,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,True,7.0, 99418.67591727 99840.67619219,-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,56.0
2018-0106,1,2018-10-04,2018,10,Martes,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,13.0, 102437.44187502 108614.72855724,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,27.0
2018-0107,1,2018-10-06,2018,10,Sabado,14,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,True,3.0, 105258.35368554 102122.93231400,-58.4059686,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,62.0
2018-0108,1,2018-10-09,2018,10,Jueves,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,True,1.0, 109333.85016626 102728.06777580,-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,37.0
2018-0109,1,2018-10-10,2018,10,Miercoles,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,True,1.0, 108501.28725227 103169.39367565,-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,34.0
2018-0110,1,2018-10-13,2018,10,Sabado,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,True,15.0, 102852.69197214 103016.76479974,-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,60.0
2018-0111,1,2018-10-19,2018,10,Viernes,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,False,9.0, 99423.87045126 97756.09331484,-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,28.0
2018-0112,1,2018-10-24,2018,10,Miercoles,9,Muñecas y Serrano,CALLE,MU?ECAS,True,15.0, 101521.41058610 103279.18839709,-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,FEMENINO,28.0
2018-0113,1,2018-10-25,2018,10,Martes,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",True,11.0, 99245.93828707 101610.8222803,-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,20.0
2018-0114,1,2018-10-30,2018,10,Jueves,2,Solis e Independencia Av.,AVENIDA,SOLIS,True,1.0, 106692.15004353 101239.02351805,-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2018-0115,1,2018-10-31,2018,10,Miercoles,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA",True,9.0, 93987.63954589 98477.26093452,-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,42.0
2018-0116,1,2018-11-01,2018,11,Martes,10,"Paz, Gral. Av. 14800",AVENIDA,"PAZ, GRAL. AV.",False,8.0, 97213.03214767 94392.58930391,-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,48.0
2018-0117,1,2018-11-04,2018,11,Domingo,8,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",False,9.0, 98224.84159668 96577.14272605,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30.0
2018-0118,1,2018-11-05,2018,11,Lunes,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",True,3.0, 105244.38396064 102386.61371612,-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,FEMENINO,80.0
2018-0119,1,2018-11-05,2018,11,Lunes,22,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",True,8.0, 102489.86457298 96266.15892101,-58.43613623,-34.66292532,PEATON-SD,PEATON,SD,PEATON,PEATON,FEMENINO,32.0
2018-0120,1,2018-11-09,2018,11,Viernes,13,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,True,12.0, 98237.46824855 106343.83342545,-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,51.0
2018-0121,1,2018-11-09,2018,11,Viernes,16,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,True,10.0, 96684.78779898 99093.85665638,-58.49945705,-34.6374328,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,72.0
2018-0122,1,2018-11-12,2018,11,Lunes,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,True,8.0, 98704.10681045 95222.62689520,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,33.0
2018-0123,1,2018-11-12,2018,11,Lunes,3,"Paz, Gral. Av. y Peron, Eva Av.",AVENIDA,"PAZ, GRAL. AV.",True,9.0, 96405.76679348 94981.38013791,-58.5025179,-34.67450313,AUTO-SD,AUTO,SD,CONDUCTOR,AUTO,MASCULINO,25.0
2018-0124,1,2018-11-15,2018,11,Martes,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,False,9.0, 94668.77734942 99160.32825286,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS,CONDUCTOR,CARGAS,MASCULINO,44.0
2018-0125,1,2018-11-16,2018,11,Viernes,21,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,True,4.0, 104289.92773867 97606.13539657,-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,29.0
2018-0126,1,2018-11-18,2018,11,Domingo,12,Avda. General Paz y Cnel. Ramón Falcón,AVENIDA,"PAZ, GRAL. AV.",True,9.0, 93889.86789861 98745.59348173,-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,27.0
2018-0127,1,2018-11-19,2018,11,Lunes,9,Av. Gral. Paz y Av. de los Constituyentes,AVENIDA,"PAZ, GRAL. AV.",True,12.0, 95720.94836751 106663.03756022,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,29.0
2018-0128,2,2018-11-25,2018,11,Domingo,4,"Paz, Gral. Av. 11200",AVENIDA,"PAZ, GRAL. AV.",False,9.0, 94027.41355272 98150.01779732,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,49.0
2018-0128,2,2018-11-25,2018,11,Domingo,4,"Paz, Gral. Av. 11200",AVENIDA,"PAZ, GRAL. AV.",False,9.0, 94027.41355272 98150.01779732,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,39.0
2018-0129,1,2018-11-28,2018,11,Miercoles,4,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",True,15.0, 101200.55632600 104694.24798650,-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,37.0
2018-0130,1,2018-12-03,2018,12,Lunes,3,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,True,10.0, 97531.36286491 100173.61049110,-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40.0
2018-0131,1,2018-12-07,2018,12,Viernes,19,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",False,1.0, 108685.90894590 103124.78289557,-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,29.0
2018-0132,1,2018-12-12,2018,12,Miercoles,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,True,2.0, 106275.90279188 106304.98623165,-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,70.0
2018-0133,1,2018-12-12,2018,12,Miercoles,14,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,True,7.0, 99418.67591727 99840.67619219,-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,60.0
2018-0134,1,2018-12-12,2018,12,Miercoles,21,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,True,7.0, 103649.67568294 98786.92074818,-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,56.0
2018-0135,1,2018-12-18,2018,12,Jueves,14,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,True,1.0, 108124.38297421 101840.19801704,-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,80.0
2018-0136,1,2018-12-18,2018,12,Jueves,15,Rivadavia Av. 7013,AVENIDA,RIVADAVIA AV.,False,7.0, 99900.22869225 100014.51595495,-58.46438789,-34.62913916,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,70.0
2018-0137,1,2018-12-18,2018,12,Jueves,20,Adolfo Alsina y Santiago del Estero,CALLE,"ALSINA, ADOLFO",True,1.0, 107198.03031731 102023.53206745,-58.38481975,-34.61100424,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29.0
2018-0138,1,2018-12-21,2018,12,Viernes,9,Bermudez 1893,CALLE,BERMUDEZ,False,10.0, 95944.83421152 100945.68379559,-58.50751833,-34.62073702,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,79.0
2018-0139,1,2018-12-22,2018,12,Sabado,6,Santander 1974,CALLE,SANTANDER,False,7.0, 101510.09611838 98933.71958961,-58.44682986,-34.63888084,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,28.0
2018-0140,1,2018-12-22,2018,12,Sabado,8,Julieta Lanteri 1400,CALLE,LANTERI JULIETA,False,1.0, 109469.86887005 101709.86665960,-58.3600465,-34.61381341,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,78.0
2018-0141,1,2018-12-22,2018,12,Sabado,17,Maza y Av. Independencia,AVENIDA,MAZA,True,5.0, 104420.68512694 100931.98574919,-58.41509546,-34.62085945,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,75.0
2018-0142,1,2018-12-25,2018,12,Jueves,13,"PAZ, GRAL. AV. 5172",AVENIDA,"PAZ, GRAL. AV.",False,12.0, 95716.93710226 106295.47905158,-58.50997604,-34.57251072,CARGAS-PASAJEROS,CARGAS,PASAJEROS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,32.0
2018-0143,1,2018-12-29,2018,12,Sabado,5,"Olivera Av. y Alberdi, Juan Bautista Av.",AVENIDA,OLIVERA AV.,True,10.0, 97912.79273192 98756.38729095,-58.48606475,-34.64047818,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,22.0
2019-0001,1,2019-01-08,2019,1,Jueves,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",True,2.0, 107160.34141948 105678.38284277,-58.38526125,-34.5780581,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,25.0
2019-0002,1,2019-01-09,2019,1,Miercoles,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",AVENIDA,CASTA?ARES AV.,True,7.0, 100794.20933352 97609.18063839,-58.45463662,-34.65082149,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,AUTO,MASCULINO,32.0
2019-0003,1,2019-01-12,2019,1,Sabado,8,SAN MARTIN AV. Y TERRADA,AVENIDA,SAN MARTIN AV.,True,15.0, 97439.07314838 103559.40773606,-58.49121672,-34.59718073,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2019-0004,1,2019-01-14,2019,1,Lunes,19,"PERON, EVA AV. Y MEDINA",AVENIDA,"PERON, EVA AV.",True,9.0, 99087.21233087 97384.56622913,-58.47325712,-34.65284605,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,71.0
2019-0005,1,2019-01-19,2019,1,Sabado,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",AVENIDA,"JUSTO, JUAN B. AV.",True,10.0, 94701.87719386 99493.36109269,-58.52108101,-34.63382309,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,43.0
2019-0006,1,2019-01-23,2019,1,Miercoles,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",False,14.0, 104292.73762877 108227.37900690,-58.41652702,-34.55509606,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,12.0
2019-0007,1,2019-01-26,2019,1,Sabado,19,"MITRE, BARTOLOME Y YATAY",CALLE,"MITRE, BARTOLOME",True,5.0, 103153.61467028 102057.67908768,-58.42891604,-34.6107166,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,35.0
2019-0008,1,2019-01-30,2019,1,Miercoles,22,"PAZ, GRAL. AV. 16080",AVENIDA,"PAZ, GRAL. AV.",False,8.0, 98650.97430792 93088.91481914,-58.47802293,-34.69156793,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,42.0
2019-0009,1,2019-01-31,2019,1,Martes,14,CHACABUCO Y SAN JUAN AV.,AVENIDA,CHACABUCO,True,1.0, 108038.17400278 100802.81492813,-58.37564821,-34.62200207,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,34.0
2019-0010,2,2019-02-02,2019,2,Sabado,7,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,False,14.0, 103359.87920798 106617.17056502,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,40.0
2019-0010,2,2019-02-02,2019,2,Sabado,7,DEL LIBERTADOR AV. 4100,AVENIDA,DEL LIBERTADOR AV.,False,14.0, 103359.87920798 106617.17056502,-58.42668489,-34.56961468,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,59.0
2019-0011,1,2019-02-10,2019,2,Domingo,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,"PAZ, GRAL. AV.",True,9.0, 94949.53051500 96309.49139706,-58.5183993,-34.66252488,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,40.0
2019-0012,1,2019-02-17,2019,2,Domingo,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",AVENIDA,CASTA?ARES AV.,True,8.0, 98072.98959434 94742.80804806,-58.48432691,-34.67665828,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,31.0
2019-0013,1,2019-02-20,2019,2,Miercoles,7,SALVIGNY Y MOM,CALLE,SALVIGNY,True,7.0, 102701.07793891 98301.55899449,-58.4338383,-34.64457699,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,39.0
2019-0014,1,2019-02-20,2019,2,Miercoles,17,"LAMARCA, EMILIO 5402",CALLE,"LAMARCA, EMILIO",False,11.0, 95105.42229190 104734.49416290,-58.51664939,-34.58657938,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,69.0
2019-0015,1,2019-02-23,2019,2,Sabado,6,SAN MARTIN AV. 5638,AVENIDA,SAN MARTIN AV.,False,11.0, 96988.34526261 103575.43345979,-58.49613012,-34.59703502,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,21.0
2019-0016,1,2019-02-24,2019,2,Domingo,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",CALLE,"CARRILLO, RAMON, DR.",True,4.0, 107350.48403234 99520.90259673,-58.38313603,-34.63356284,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40.0
2019-0017,1,2019-03-03,2019,3,Domingo,7,MEXICO Y PICHINCHA,CALLE,MEXICO,True,3.0, 105883.57359899 101434.40486977,-58.39914719,-34.61632317,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,22.0
2019-0018,1,2019-03-03,2019,3,Domingo,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.",True,13.0, 101287.58627255 109848.96522762,-58.44927253,-34.54048625,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,29.0
2019-0019,1,2019-03-06,2019,3,Miercoles,12,DEL LIBERTADOR AV. 6326,AVENIDA,DEL LIBERTADOR AV.,False,13.0, 101175.50098927 108378.70762331,-58.45049163,-34.55374003,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,40.0
2019-0020,1,2019-03-07,2019,3,Martes,21,CHICLANA AV. 3444,AVENIDA,CHICLANA AV.,False,5.0, 104622.17042668 99282.25347815,-58.41288952,-34.63572989,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43.0
2019-0021,1,2019-03-15,2019,3,Viernes,22,BOYACA AV. Y YERBAL,AVENIDA,BOYACA AV.,True,7.0, 100537.72694403 100405.74808196,-58.45743597,-34.62561234,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2019-0022,1,2019-03-15,2019,3,Viernes,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),AVENIDA,ENTRE RIOS AV.,False,1.0, 106608.39392805 100635.27735528,-58.39123782,-34.62352245,AUTO-SD,AUTO,SD,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,40.0
2019-0023,1,2019-03-16,2019,3,Sabado,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",AVENIDA,"PAZ, GRAL. AV.",True,9.0, 93955.07404645 99209.29091025,-58.52922765,-34.63637963,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,34.0
2019-0024,1,2019-03-19,2019,3,Jueves,7,ANTARTIDA ARGENTINA AV. 1325,AVENIDA,ANTARTIDA ARGENTINA AV.,False,1.0, 108368.93688513 104860.74716674,-58.37208118,-34.58541957,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,32.0
2019-0025,1,2019-03-22,2019,3,Viernes,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",CALLE,"MITRE, BARTOLOME",True,5.0, 104468.07400702 102205.91009215,-58.41458534,-34.60937557,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,27.0
2019-0026,1,2019-03-28,2019,3,Martes,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,8.0, 98491.08733048 93092.87943671,-58.47976785,-34.69153196,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,40.0
2019-0027,1,2019-03-28,2019,3,Martes,11,SANTA FE AV. Y AZCUENAGA,AVENIDA,SANTA FE AV.,True,2.0, 105815.73438780 103786.90549585,-58.39990285,-34.59511714,MULTIPLE,BICICLETA,MULTIPLE,CICLISTA,BICICLETA,MASCULINO,37.0
2019-0028,1,2019-04-06,2019,4,Sabado,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",AVENIDA,"JUSTO, JUAN B. AV.",True,11.0, 100255.56175905 102594.14179920,-58.46051346,-34.60588536,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,51.0
2019-0029,1,2019-04-07,2019,4,Domingo,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,8.0, 98491.08733048 93092.87943671,-58.47976785,-34.69153196,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27.0
2019-0030,1,2019-04-09,2019,4,Jueves,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",CALLE,"ALVAREZ, DONATO, TTE. GRAL.",True,7.0, 100800.05107565 100531.46552448,-58.45457546,-34.62447891,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,25.0
2019-0031,1,2019-04-12,2019,4,Viernes,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",AVENIDA,CORDOBA AV.,True,1.0, 108602.89777103 103429.39485413,-58.36951669,-34.59832047,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,BICICLETA,MASCULINO,20.0
2019-0032,1,2019-04-16,2019,4,Jueves,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",AVENIDA,CAMARONES,True,11.0, 99921.70768730 102754.71427746,-58.46415322,-34.6044379,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,83.0
2019-0033,1,2019-04-18,2019,4,Martes,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",AUTOPISTA,AUTOPISTA 25 DE MAYO,True,1.0, 108916.48040002 100856.88142642,-58.36607137,-34.62150748,MOTO-SD,MOTO,SD,CONDUCTOR,MOTO,MASCULINO,25.0
2019-0034,1,2019-04-21,2019,4,Domingo,9,"MORENO, PERITO AV. 3050",AVENIDA,"MORENO, PERITO AV.",False,7.0, 100726.63402530 97597.06610219,-58.45537373,-34.65093074,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,40.0
2019-0035,1,2019-04-23,2019,4,Jueves,14,SUIPACHA 665,CALLE,SUIPACHA,False,1.0, 107693.66022765 103185.01912141,-58.37942637,-34.60053054,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,PEATON,FEMENINO,75.0
2019-0036,1,2019-04-26,2019,4,Viernes,22,RIGLOS Y FORMOSA,CALLE,RIGLOS,True,6.0, 102429.80070706 100864.42075191,-58.4368044,-34.62147504,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,34.0
2019-0037,1,2019-05-01,2019,5,Miercoles,23,LA RIOJA E INDEPENDENCIA AV.,AVENIDA,LA RIOJA,True,3.0, 105091.36704114 101058.15092586,-58.40778291,-34.61971907,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,17.0
2019-0038,1,2019-05-04,2019,5,Sabado,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",AVENIDA,"UDAONDO, GUILLERMO AV.",True,13.0, 101025.65409402 109205.71453455,-58.45212523,-34.54628513,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,FEMENINO,42.0
2019-0039,1,2019-05-09,2019,5,Martes,3,SAN PEDRITO AV. Y DIRECTORIO AV.,AVENIDA,SAN PEDRITO AV.,True,7.0, 99615.63172945 99306.93173343,-58.46749188,-34.63551751,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,28.0
2019-0040,1,2019-05-09,2019,5,Martes,12,PUAN Y SANTANDER,CALLE,PUAN,True,7.0, 101894.68493124 99164.78448252,-58.4426358,-34.63679732,MOTO-SD,MOTO,SD,CONDUCTOR,MOTO,MASCULINO,44.0
2019-0041,1,2019-05-11,2019,5,Sabado,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,9.0, 95590.61347415 96760.29404728,-58.51140289,-34.65846419,MULTIPLE,AUTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,78.0
