Id,N_victimas,Fecha,Año,Mes,Dia de semana,Hora,Lugar_del_hecho,Tipo_de_calle,Calle,Cruce,Comuna,Xy (caba),Longitud,Latitud,Participantes,Victima_x,Acusado,Rol,Victima_y,Sexo,Edad
2017-0067,1,2017-05-23,2017,5,Jueves,2,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,True,6.0, 102703.30911569 100138.40769771,-58.4338197,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,21.0
2017-0068,1,2017-05-27,2017,5,Sabado,19,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",False,8.0, 102520.03961549 96105.29592085,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,32.0
2017-0069,1,2017-05-24,2017,5,Miercoles,14,AV. GRAL. PAZ Y ULRICO SCHMIDL,AVENIDA,"PAZ, GRAL. AV.",True,9.0, 94644.00300729 96592.22735507,-58.52173071,-34.65997463,MOTO-SD,MOTO,SD,CONDUCTOR,MOTO,MASCULINO,39.0
2017-0070,1,2017-05-30,2017,5,Jueves,13,NUEVA YORK  3696,CALLE,NUEVA YORK,False,11.0, 95907.08722675 103463.22327776,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,80.0
2017-0072,1,2017-06-03,2017,6,Sabado,23,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,True,12.0, 97389.59663507 105213.53381695,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,25.0
2017-0073,1,2017-06-04,2017,6,Domingo,9,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,True,3.0, 105089.38820014 102773.44772064,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,19.0
2017-0074,1,2017-06-04,2017,6,Domingo,12,CASCO 133,CALLE,CASCO,False,9.0, 94281.31244858 99043.29027489,-58.52567073,-34.63787791,SD-SD,SD,SD,SD,SD,MASCULINO,70.0
2017-0075,1,2017-06-12,2017,6,Lunes,22,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,True,1.0, 107498.83241886 102238.54924157,-58.381542,-34.60906385,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,55.0
2017-0076,1,2017-06-13,2017,6,Jueves,14,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",True,2.0, 107160.34141948 105678.38284277,-58.38526125,-34.5780581,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,30.0
2017-0077,1,2017-06-17,2017,6,Sabado,23,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,False,14.0, 103115.59520137 104964.08461543,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,FEMENINO,60.0
2017-0079,1,2017-06-19,2017,6,Lunes,16,MEXICO Y DEAN FUNES,CALLE,MEXICO,True,3.0, 105202.26736061 101269.73269565,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,33.0
2017-0080,1,2017-06-22,2017,6,Martes,10,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,9.0, 97070.50716478 98268.08001276,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,95.0
2017-0082,1,2017-06-25,2017,6,Domingo,22,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,True,4.0, 106636.30041967 99991.34072603,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,36.0
2017-0083,1,2017-07-04,2017,7,Jueves,0,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,9.0, 96998.81124177 98183.20743664,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,37.0
2017-0084,1,2017-07-05,2017,7,Miercoles,12,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,True,2.0, 107180.90591568 104682.54945160,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,73.0
2017-0085,1,2017-07-07,2017,7,Viernes,14,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,True,4.0, 108315.72323297 99748.45783960,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,84.0
2017-0086,1,2017-07-09,2017,7,Domingo,7,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,True,9.0, 94914.28538682 98912.56901137,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,FEMENINO,30.0
2017-0087,1,2017-07-10,2017,7,Lunes,10,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,False,3.0, 104800.65774098 101563.94663965,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,73.0
2017-0088,1,2017-07-10,2017,7,Lunes,22,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,True,1.0, 108741.48238670 100448.08502809,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,43.0
2017-0089,1,2017-07-13,2017,7,Martes,12,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",False,9.0, 95246.78684010 97935.32361317,-58.51514709,-34.64787051,SD-AUTO,SD,AUTO,SD,SD,MASCULINO,23.0
2017-0090,1,2017-07-15,2017,7,Sabado,5,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,AVENIDA,CHIVILCOY AV.,True,11.0, 94866.55993974 104164.40879727,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,22.0
2017-0091,1,2017-07-15,2017,7,Sabado,13,SUPERI Y AV. GRAL. PAZ,AVENIDA,SUPERI,True,12.0, 97850.57417090 109546.39428377,-58.48671535,-34.54321216,MOTO-SD,MOTO,SD,CONDUCTOR,MOTO,MASCULINO,58.0
2017-0092,1,2017-07-24,2017,7,Lunes,22,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,True,1.0, 107392.50226602 100712.59265582,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,66.0
2017-0093,1,2017-07-25,2017,7,Jueves,16,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",True,13.0, 102474.90818824 108830.74789029,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,40.0
2017-0094,1,2017-07-27,2017,7,Martes,8,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",False,10.0, 94212.26181299 101286.25735606,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,BICICLETA,FEMENINO,56.0
2017-0095,1,2017-08-06,2017,8,Domingo,8,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,True,14.0, 104068.94257873 103491.45652529,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,36.0
2017-0096,1,2017-08-07,2017,8,Lunes,19,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,True,13.0, 99608.90354249 108823.89449537,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,87.0
2017-0098,1,2017-08-08,2017,8,Jueves,12,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",False,7.0, 100563.22594607 99771.56223988,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,61.0
2017-0099,1,2017-08-17,2017,8,Martes,19,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",False,14.0, 103600.34605991 107446.36084135,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,CICLISTA,BICICLETA,MASCULINO,28.0
2017-0100,1,2017-08-21,2017,8,Lunes,7,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,False,3.0, 106103.99852157 101567.67895783,-58.3967447,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16.0
2017-0101,1,2017-08-23,2017,8,Miercoles,10,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",True,13.0, 101644.77699748 106480.78805418,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,PEATON,PEATON,FEMENINO,61.0
2017-0102,1,2017-08-24,2017,8,Martes,1,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",True,4.0, 105750.92237188 97579.79677541,-58.40056767,-34.6510708,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,46.0
2017-0104,1,2017-08-25,2017,8,Viernes,9,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,True,1.0, 107538.91933237 101188.13128502,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,18.0
2017-0106,1,2017-08-31,2017,8,Martes,19,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,True,14.0, 103483.20578848 105425.94020024,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,85.0
2017-0107,1,2017-09-01,2017,9,Viernes,11,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,True,13.0, 100245.64635241 109464.60244956,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,41.0
2017-0108,2,2017-09-02,2017,9,Sabado,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,"PAZ, GRAL. AV.",True,12.0, 97098.48468623 109019.96106626,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17.0
2017-0108,2,2017-09-02,2017,9,Sabado,4,AV. GRAL. PAZ Y MACHAIN,AVENIDA,"PAZ, GRAL. AV.",True,12.0, 97098.48468623 109019.96106626,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10.0
2017-0109,1,2017-09-04,2017,9,Lunes,21,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,True,7.0, 99266.22533505 99180.83096967,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21.0
2017-0110,1,2017-09-06,2017,9,Miercoles,14,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,True,1.0, 108513.43549456 103032.95078343,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,56.0
2017-0111,1,2017-09-07,2017,9,Martes,18,USPALLATA Y PIROVANO,CALLE,USPALLATA,True,4.0, 103948.02389064 98549.15451723,-58.42023854,-34.6423411,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,79.0
2017-0112,2,2017-09-10,2017,9,Domingo,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,7.0, 100479.14412395 98812.52258620,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1.0
2017-0112,2,2017-09-10,2017,9,Domingo,9,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,7.0, 100479.14412395 98812.52258620,-58.45807401,-34.6399743,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,40.0
2017-0113,1,2017-09-11,2017,9,Lunes,6,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,True,1.0, 107918.77617420 103716.42961253,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,76.0
2017-0114,1,2017-09-15,2017,9,Viernes,2,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,True,2.0, 106632.70892338 104910.17381357,-58.3910058,-34.5849866,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,26.0
2017-0115,1,2017-09-19,2017,9,Jueves,18,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,True,5.0, 103803.42869640 99818.79654291,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,CONDUCTOR,MOTO,MASCULINO,34.0
2017-0116,1,2017-09-20,2017,9,Miercoles,22,COLECTORA AV. GRAL. PAZ 5750,AVENIDA,"PAZ, GRAL. AV.",False,12.0, 95357.86744200 105380.41895972,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,22.0
2017-0118,1,2017-09-22,2017,9,Viernes,7,VIEYTES Y CRUZ,AVENIDA,VIEYTES,True,4.0, 108016.39016447 97439.36817481,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26.0
2017-0120,1,2017-10-02,2017,10,Lunes,15,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,True,9.0, 99113.17852207 96319.06728520,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,20.0
2017-0123,1,2017-10-10,2017,10,Jueves,1,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,True,8.0, 99518.38660571 95241.63338177,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,36.0
2017-0124,1,2017-10-12,2017,10,Martes,14,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",False,15.0, 101904.43474476 104150.89892205,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,51.0
2017-0125,1,2017-10-13,2017,10,Viernes,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,8.0, 99732.19478660 94453.36361177,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,29.0
2017-0126,2,2017-10-14,2017,10,Sabado,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,True,8.0, 98466.20276785 94207.42419155,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39.0
2017-0126,2,2017-10-14,2017,10,Sabado,6,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,True,8.0, 98466.20276785 94207.42419155,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,36.0
2017-0127,1,2017-10-16,2017,10,Lunes,7,GALLO Y AV. CORDOBA,AVENIDA,GALLO,True,2.0, 104713.04838502 103467.44528033,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24.0
2017-0128,1,2017-10-17,2017,10,Jueves,12,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",False,6.0, 102105.12699179 101749.49668435,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,60.0
2017-0129,1,2017-10-26,2017,10,Martes,19,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,True,9.0, 99243.41866587 97782.67879316,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,57.0
2017-0130,1,2017-10-27,2017,10,Viernes,5,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,True,15.0, 98575.30034704 103283.44421792,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,AUTO,MASCULINO,23.0
2017-0132,1,2017-10-30,2017,10,Lunes,14,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,True,8.0, 99796.45945783 92847.91633262,-58.46552171,-34.6937413,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23.0
2017-0134,1,2017-11-06,2017,11,Lunes,18,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.",False,8.0, 101915.86954232 95727.75538814,-58.4423972,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,47.0
2017-0135,1,2017-11-07,2017,11,Jueves,12,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,True,15.0, 99355.48397222 103660.98712619,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,24.0
2017-0136,1,2017-11-16,2017,11,Martes,8,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,True,4.0, 104127.10295709 97119.53980201,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,55.0
2017-0137,1,2017-11-17,2017,11,Viernes,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,True,11.0, 95458.27090734 104045.28333021,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,60.0
2017-0138,1,2017-11-19,2017,11,Domingo,10,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,True,7.0, 100065.47249269 98381.80497378,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0
2017-0139,1,2017-11-19,2017,11,Domingo,22,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.",True,8.0, 101160.07257435 94368.23344193,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15.0
2017-0140,1,2017-11-19,2017,11,Domingo,23,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False,4.0, . .,,,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,24.0
2017-0141,1,2017-11-23,2017,11,Martes,19,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,True,6.0, 103312.47684665 100458.27902411,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,22.0
2017-0143,1,2017-11-25,2017,11,Sabado,21,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.",True,11.0, 99897.24182072 102443.29154512,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,50.0
2017-0144,1,2017-11-26,2017,11,Domingo,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AVENIDA,"ROCA, CNEL. AV.",True,8.0, 99327.01838497 92326.91130631,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50.0
2017-0145,1,2017-11-26,2017,11,Domingo,17,MAZA Y DON BOSCO,CALLE,MAZA,True,5.0, 104266.88124229 101889.22080612,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,58.0
2017-0147,1,2017-11-28,2017,11,Jueves,11,AV. GRAL. PAZ Y AV. EVA PERON,AVENIDA,"PAZ, GRAL. AV.",True,9.0, 96405.76679348 94981.38013791,-58.5025179,-34.67450313,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,49.0
2017-0148,1,2017-11-29,2017,11,Miercoles,10,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,True,3.0, 105155.42991407 100540.06938064,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,82.0
2017-0149,1,2017-11-30,2017,11,Martes,12,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,True,1.0, 108605.31247489 101604.53195530,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,13.0
2017-0150,1,2017-12-04,2017,12,Lunes,1,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,True,9.0, 95589.03838155 98881.22999034,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,56.0
2017-0151,1,2017-12-04,2017,12,Lunes,2,VIEYTES Y LUJAN,CALLE,VIEYTES,True,4.0, 108130.20782757 97076.54120716,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,40.0
2017-0152,1,2017-12-06,2017,12,Miercoles,17,CACHI Y TRAFUL,CALLE,CACHI,True,4.0, 104752.14395609 97617.14934540,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,19.0
2017-0153,2,2017-12-11,2017,12,Lunes,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,True,6.0, 103186.65733155 101217.09689755,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,40.0
2017-0153,2,2017-12-11,2017,12,Lunes,2,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,True,6.0, 103186.65733155 101217.09689755,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30.0
2017-0154,1,2017-12-11,2017,12,Lunes,9,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,ENTRE RIOS AV.,True,4.0, 106688.43418876 99459.27505947,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,76.0
2017-0155,1,2017-12-12,2017,12,Jueves,21,AV. RIVADAVIA 6350,AVENIDA,RIVADAVIA AV.,False,7.0, 100674.98109200 100299.64949548,-58.45593915,-34.62656868,SD-MOTO,SD,MOTO,SD,SD,MASCULINO,77.0
2017-0157,1,2017-12-17,2017,12,Domingo,9,AV. GRAL. PAZ Y HUMAITA,AVENIDA,"PAZ, GRAL. AV.",True,9.0, 94007.62506099 98145.35456663,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,53.0
2017-0158,1,2017-12-18,2017,12,Lunes,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AVENIDA,GUALEGUAYCHU,True,11.0, 94764.11350214 103903.32150283,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,32.0
2017-0159,1,2017-12-20,2017,12,Miercoles,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,True,1.0, 106817.01972475 101248.18030272,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,27.0
2017-0160,1,2017-12-22,2017,12,Viernes,13,AV. NAZCA 365,AVENIDA,NAZCA AV.,False,7.0, 99317.63492514 100172.19114010,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,FEMENINO,30.0
2017-0161,1,2017-12-26,2017,12,Jueves,15,AV. EVA PERON 5249,AVENIDA,"PERON, EVA AV.",False,9.0, 98285.13000363 96624.14779705,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,30.0
2018-0001,1,2018-01-01,2018,1,Lunes,22,San Juan Av. Y Rincón,AVENIDA,SAN JUAN AV.,True,3.0, 106229.70400707 100696.43939679,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,83.0
2018-0002,1,2018-01-03,2018,1,Miercoles,16,Peru 937,CALLE,PERU,False,1.0, 108138.18410245 101140.78821350,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,BICICLETA,FEMENINO,26.0
2018-0003,1,2018-01-05,2018,1,Viernes,10,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",True,15.0, 101348.13972450 102808.02053976,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,PEATON,PEATON,FEMENINO,58.0
2018-0004,1,2018-01-09,2018,1,Jueves,9,Del Libertador Av. y Manzanares,AVENIDA,DEL LIBERTADOR AV.,True,13.0, 100183.96103971 109533.84269558,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,39.0
2018-0005,1,2018-01-09,2018,1,Jueves,22,Paseo Colon Av. 1019,AVENIDA,PASEO COLON AV.,False,1.0, 108641.50518777 101075.93727953,-58.36907201,-34.61953517,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,54.0
2018-0006,1,2018-01-10,2018,1,Miercoles,21,Valle y Barco Centenera Del,CALLE,VALLE,True,6.0, 102079.59903748 100474.45881577,-58.44062219,-34.62499107,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,BICICLETA,FEMENINO,45.0
2018-0007,1,2018-01-11,2018,1,Martes,2,AU Perito Moreno  KM 0.6,AUTOPISTA,AUTOPISTA PERITO MORENO,False,9.0, 94340.14761734 99250.24722124,-58.52502765,-34.63601265,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,46.0
